"","Site","Depth","Replicate.No.","Family","Species","abundance","Site.name","reef.type"
"380","GC",10,1,"BUT","XAN",2,"Gaadhoo corner","channel"
"381","GC",10,1,"GRO","ARG",1,"Gaadhoo corner","channel"
"382","GC",10,1,"PAR","3COLOUR",1,"Gaadhoo corner","channel"
"383","GC",10,1,"PAR","EMBER",1,"Gaadhoo corner","channel"
"384","GC",10,1,"PAR","G.FACE",1,"Gaadhoo corner","channel"
"385","GC",10,1,"PAR","SHEEPHEAD",1,"Gaadhoo corner","channel"
"386","GC",10,1,"PAR","SORDID",1,"Gaadhoo corner","channel"
"387","GC",10,1,"TRIG","IND",1,"Gaadhoo corner","channel"
"388","GC",10,1,"TRIG","STR",3,"Gaadhoo corner","channel"
"389","GC",10,1,"TRIG","SUFB",1,"Gaadhoo corner","channel"
"390","GC",10,2,"BUT","CIT",1,"Gaadhoo corner","channel"
"391","GC",10,2,"BUT","COL",1,"Gaadhoo corner","channel"
"392","GC",10,2,"BUT","KLE",1,"Gaadhoo corner","channel"
"393","GC",10,2,"BUT","LUN",3,"Gaadhoo corner","channel"
"394","GC",10,2,"BUT","MASK",1,"Gaadhoo corner","channel"
"395","GC",10,2,"BUT","XAN",6,"Gaadhoo corner","channel"
"396","GC",10,2,"GRO","MIN",1,"Gaadhoo corner","channel"
"397","GC",10,2,"PAR","3 COLOUR",1,"Gaadhoo corner","channel"
"398","GC",10,2,"PAR","BLUBAR",3,"Gaadhoo corner","channel"
"399","GC",10,2,"PAR","EMBER",4,"Gaadhoo corner","channel"
"400","GC",10,2,"PAR","SHEEPHEAD",4,"Gaadhoo corner","channel"
"401","GC",10,2,"PAR","SORDID",1,"Gaadhoo corner","channel"
"402","GC",10,2,"T&J","LUG",1,"Gaadhoo corner","channel"
"403","GC",10,2,"TRIG","IND",3,"Gaadhoo corner","channel"
"404","GC",10,2,"TRIG","STR",1,"Gaadhoo corner","channel"
"405","GC",10,2,"TRIG","SUFB",1,"Gaadhoo corner","channel"
"406","GC",15,1,"BUT","COL",2,"Gaadhoo corner","channel"
"407","GC",15,1,"BUT","KLE",2,"Gaadhoo corner","channel"
"408","GC",15,1,"BUT","TFT",2,"Gaadhoo corner","channel"
"409","GC",15,1,"BUT","XAN",1,"Gaadhoo corner","channel"
"410","GC",15,1,"GRO","MIN",1,"Gaadhoo corner","channel"
"411","GC",15,1,"PAR","3COLOR",1,"Gaadhoo corner","channel"
"412","GC",15,1,"PAR","SHEEPHEAD",1,"Gaadhoo corner","channel"
"413","GC",15,1,"PAR","SORDID",1,"Gaadhoo corner","channel"
"414","GC",15,1,"RAB","STR",2,"Gaadhoo corner","channel"
"415","GC",15,1,"TRIG","IND",9,"Gaadhoo corner","channel"
"416","GC",15,1,"TRIG","STR",1,"Gaadhoo corner","channel"
"417","GC",15,1,"TRIG","SUFB",5,"Gaadhoo corner","channel"
"418","GC",15,2,"BUT","AUR",1,"Gaadhoo corner","channel"
"419","GC",15,2,"BUT","CIT",4,"Gaadhoo corner","channel"
"420","GC",15,2,"BUT","GUT",1,"Gaadhoo corner","channel"
"421","GC",15,2,"BUT","KLE",2,"Gaadhoo corner","channel"
"422","GC",15,2,"BUT","MEY",1,"Gaadhoo corner","channel"
"423","GC",15,2,"BUT","TFT",5,"Gaadhoo corner","channel"
"424","GC",15,2,"BUT","XAN",4,"Gaadhoo corner","channel"
"425","GC",15,2,"PAR","3COLOR",1,"Gaadhoo corner","channel"
"426","GC",15,2,"PAR","GFACE",1,"Gaadhoo corner","channel"
"427","GC",15,2,"PAR","L.NOSE",3,"Gaadhoo corner","channel"
"428","GC",15,2,"PAR","SCABER",1,"Gaadhoo corner","channel"
"429","GC",15,2,"PAR","SORDID",3,"Gaadhoo corner","channel"
"430","GC",15,2,"RAB","STR",1,"Gaadhoo corner","channel"
"431","GC",15,2,"SNAP","FUL",3,"Gaadhoo corner","channel"
"432","GC",15,2,"SNAP","GIB",1,"Gaadhoo corner","channel"
"433","GC",15,2,"SNAP","KAS",10,"Gaadhoo corner","channel"
"434","GC",15,2,"SNAP","MID",7,"Gaadhoo corner","channel"
"435","GC",15,2,"T&J","LUG",1,"Gaadhoo corner","channel"
"436","GC",15,2,"TRIG","CLN",1,"Gaadhoo corner","channel"
"437","GC",15,2,"TRIG","IND",6,"Gaadhoo corner","channel"
"438","GC",15,2,"TRIG","SUFB",4,"Gaadhoo corner","channel"
"439","GI",5,1,"BUT","AUR",1,"Gaadhoo inside","inside"
"440","GI",5,1,"BUT","TFT",4,"Gaadhoo inside","inside"
"441","GI",5,1,"BUT","TRI",1,"Gaadhoo inside","inside"
"442","GI",5,1,"EMP","MONO",5,"Gaadhoo inside","inside"
"443","GI",5,1,"GRO","ARG",1,"Gaadhoo inside","inside"
"444","GI",5,1,"GRO","LEU",1,"Gaadhoo inside","inside"
"445","GI",5,1,"GRO","SPIL",1,"Gaadhoo inside","inside"
"446","GI",5,1,"PAR","DUSKY",2,"Gaadhoo inside","inside"
"447","GI",5,1,"PAR","FRENATUS",2,"Gaadhoo inside","inside"
"448","GI",5,1,"PAR","GFACE",2,"Gaadhoo inside","inside"
"449","GI",5,1,"PAR","L.NOSE",2,"Gaadhoo inside","inside"
"450","GI",5,1,"PAR","SCABER",6,"Gaadhoo inside","inside"
"451","GI",5,1,"PAR","SORDID",11,"Gaadhoo inside","inside"
"452","GI",5,1,"SNAP","FUR",1,"Gaadhoo inside","inside"
"453","GI",5,1,"TRIG","CLN",2,"Gaadhoo inside","inside"
"454","GI",5,2,"BUT","AUR",2,"Gaadhoo inside","inside"
"455","GI",5,2,"BUT","TFT",3,"Gaadhoo inside","inside"
"456","GI",5,2,"EMP","AUR",10,"Gaadhoo inside","inside"
"457","GI",5,2,"EMP","MONO",3,"Gaadhoo inside","inside"
"458","GI",5,2,"GRO","ARG",4,"Gaadhoo inside","inside"
"459","GI",5,2,"GRO","MEL",1,"Gaadhoo inside","inside"
"460","GI",5,2,"PAR","BARTAIL",1,"Gaadhoo inside","inside"
"461","GI",5,2,"PAR","BLUEBAR",1,"Gaadhoo inside","inside"
"462","GI",5,2,"PAR","DUSKY",4,"Gaadhoo inside","inside"
"463","GI",5,2,"PAR","ECLIPSE",1,"Gaadhoo inside","inside"
"464","GI",5,2,"PAR","FRENATUS",3,"Gaadhoo inside","inside"
"465","GI",5,2,"PAR","GFACE",4,"Gaadhoo inside","inside"
"466","GI",5,2,"PAR","L.NOSE",1,"Gaadhoo inside","inside"
"467","GI",5,2,"PAR","SCABER",6,"Gaadhoo inside","inside"
"468","GI",5,2,"PAR","SORDID",16,"Gaadhoo inside","inside"
"469","GI",5,2,"TRIG","IND",1,"Gaadhoo inside","inside"
"470","GI",5,2,"TRIG","STR",3,"Gaadhoo inside","inside"
"471","GI",5,2,"TRIG","SUFB",1,"Gaadhoo inside","inside"
"472","GI",10,1,"BUT","MEL",1,"Gaadhoo inside","inside"
"473","GI",10,1,"BUT","PHA",2,"Gaadhoo inside","inside"
"474","GI",10,1,"BUT","TFT",2,"Gaadhoo inside","inside"
"475","GI",10,1,"BUT","TRI",2,"Gaadhoo inside","inside"
"476","GI",10,1,"BUT","VLN",2,"Gaadhoo inside","inside"
"477","GI",10,1,"EMP","MONO",2,"Gaadhoo inside","inside"
"478","GI",10,1,"GRO","MER",1,"Gaadhoo inside","inside"
"479","GI",10,1,"PAR","BARTAIL",1,"Gaadhoo inside","inside"
"480","GI",10,1,"PAR","ECLIPSE",1,"Gaadhoo inside","inside"
"481","GI",10,1,"PAR","FRENATUS",2,"Gaadhoo inside","inside"
"482","GI",10,1,"PAR","L.NOSE",2,"Gaadhoo inside","inside"
"483","GI",10,1,"PAR","SORDID",22,"Gaadhoo inside","inside"
"484","GI",10,1,"RAB","STR",1,"Gaadhoo inside","inside"
"485","GI",10,1,"SNAP","MID",1,"Gaadhoo inside","inside"
"486","GI",10,1,"T&J","BLOCH",1,"Gaadhoo inside","inside"
"487","GI",10,1,"T&J","MEL",2,"Gaadhoo inside","inside"
"488","GI",10,1,"TRIG","SUFB",1,"Gaadhoo inside","inside"
"489","GI",10,1,"TRIG","TIT",1,"Gaadhoo inside","inside"
"490","GI",10,2,"BUT","AUR",1,"Gaadhoo inside","inside"
"491","GI",10,2,"BUT","GUT",1,"Gaadhoo inside","inside"
"492","GI",10,2,"BUT","LUN",3,"Gaadhoo inside","inside"
"493","GI",10,2,"BUT","PHA",1,"Gaadhoo inside","inside"
"494","GI",10,2,"BUT","TFT",2,"Gaadhoo inside","inside"
"495","GI",10,2,"BUT","VLN",2,"Gaadhoo inside","inside"
"496","GI",10,2,"EMP","AUR",14,"Gaadhoo inside","inside"
"497","GI",10,2,"EMP","MONO",1,"Gaadhoo inside","inside"
"498","GI",10,2,"GRO","ARG",2,"Gaadhoo inside","inside"
"499","GI",10,2,"GRO","COE",2,"Gaadhoo inside","inside"
"500","GI",10,2,"GRO","LEU",1,"Gaadhoo inside","inside"
"501","GI",10,2,"GRO","ROG",1,"Gaadhoo inside","inside"
"502","GI",10,2,"GRO","SPIL",1,"Gaadhoo inside","inside"
"503","GI",10,2,"PAR","DUSKY",3,"Gaadhoo inside","inside"
"504","GI",10,2,"PAR","FRENATUS",2,"Gaadhoo inside","inside"
"505","GI",10,2,"PAR","GFACE",2,"Gaadhoo inside","inside"
"506","GI",10,2,"PAR","L.NOSE",3,"Gaadhoo inside","inside"
"507","GI",10,2,"PAR","SCABER",1,"Gaadhoo inside","inside"
"508","GI",10,2,"PAR","SORDID",16,"Gaadhoo inside","inside"
"509","GI",10,2,"PAR","SQ",1,"Gaadhoo inside","inside"
"510","GI",10,2,"SNAP","FUL",1,"Gaadhoo inside","inside"
"511","GI",10,2,"SNAP","MID",2,"Gaadhoo inside","inside"
"512","GI",10,2,"SNAP","MONOS",9,"Gaadhoo inside","inside"
"513","GI",10,2,"TRIG","STR",2,"Gaadhoo inside","inside"
"514","GI",10,2,"TRIG","SUFB",2,"Gaadhoo inside","inside"
"515","GO",10,1,"BUT","BUT",2,"Gaadhoo outside","outside"
"516","GO",10,1,"BUT","KLE",1,"Gaadhoo outside","outside"
"517","GO",10,1,"GRO","MIN",3,"Gaadhoo outside","outside"
"518","GO",10,1,"PAR","EMBER",2,"Gaadhoo outside","outside"
"519","GO",10,1,"PAR","SORDID",25,"Gaadhoo outside","outside"
"520","GO",10,1,"PAR","SQ",4,"Gaadhoo outside","outside"
"521","GO",10,1,"T&J","SPEC",16,"Gaadhoo outside","outside"
"522","GO",10,1,"TRIG","CLN",1,"Gaadhoo outside","outside"
"523","GO",10,1,"TRIG","IND",5,"Gaadhoo outside","outside"
"524","GO",10,1,"TRIG","STR",2,"Gaadhoo outside","outside"
"525","GO",10,1,"TRIG","SUFB",1,"Gaadhoo outside","outside"
"526","GO",10,2,"BUT","GUT",2,"Gaadhoo outside","outside"
"527","GO",10,2,"BUT","KLE",2,"Gaadhoo outside","outside"
"528","GO",10,2,"BUT","TFT",1,"Gaadhoo outside","outside"
"529","GO",10,2,"PAR","BLUBAR",1,"Gaadhoo outside","outside"
"530","GO",10,2,"PAR","EMBER",4,"Gaadhoo outside","outside"
"531","GO",10,2,"PAR","FRENATUS",1,"Gaadhoo outside","outside"
"532","GO",10,2,"PAR","G.FACE",1,"Gaadhoo outside","outside"
"533","GO",10,2,"PAR","L.NOSE",5,"Gaadhoo outside","outside"
"534","GO",10,2,"PAR","SHEEPHEAD",1,"Gaadhoo outside","outside"
"535","GO",10,2,"PAR","SORDID",8,"Gaadhoo outside","outside"
"536","GO",10,2,"RAB","STR",2,"Gaadhoo outside","outside"
"537","GO",10,2,"T&J","MEL",1,"Gaadhoo outside","outside"
"538","GO",10,2,"TRIG","IND",6,"Gaadhoo outside","outside"
"539","GO",10,2,"TRIG","STR",1,"Gaadhoo outside","outside"
"540","GO",15,1,"BUT","AUR",1,"Gaadhoo outside","outside"
"541","GO",15,1,"BUT","COL",4,"Gaadhoo outside","outside"
"542","GO",15,1,"BUT","GUT",6,"Gaadhoo outside","outside"
"543","GO",15,1,"BUT","KLE",5,"Gaadhoo outside","outside"
"544","GO",15,1,"BUT","MEY",1,"Gaadhoo outside","outside"
"545","GO",15,1,"GRO","ARG",2,"Gaadhoo outside","outside"
"546","GO",15,1,"GRO","MIN",4,"Gaadhoo outside","outside"
"547","GO",15,1,"PAR","BLUBAR",1,"Gaadhoo outside","outside"
"548","GO",15,1,"PAR","EMBER",1,"Gaadhoo outside","outside"
"549","GO",15,1,"PAR","FRENATUS",1,"Gaadhoo outside","outside"
"550","GO",15,1,"PAR","L.NOSE",1,"Gaadhoo outside","outside"
"551","GO",15,1,"PAR","SHEEPHEAD",1,"Gaadhoo outside","outside"
"552","GO",15,1,"PAR","SORDID",7,"Gaadhoo outside","outside"
"553","GO",15,1,"PAR","SQ",2,"Gaadhoo outside","outside"
"554","GO",15,1,"SNAP","MID",1,"Gaadhoo outside","outside"
"555","GO",15,1,"TRIG","IND",4,"Gaadhoo outside","outside"
"556","GO",15,1,"TRIG","STR",2,"Gaadhoo outside","outside"
"557","GO",15,1,"TRIG","SUFB",2,"Gaadhoo outside","outside"
"558","GO",15,2,"BUT","COL",1,"Gaadhoo outside","outside"
"559","GO",15,2,"BUT","GUT",5,"Gaadhoo outside","outside"
"560","GO",15,2,"BUT","KLE",3,"Gaadhoo outside","outside"
"561","GO",15,2,"BUT","LN",3,"Gaadhoo outside","outside"
"562","GO",15,2,"BUT","TFT",1,"Gaadhoo outside","outside"
"563","GO",15,2,"EMP","ERY",1,"Gaadhoo outside","outside"
"564","GO",15,2,"EMP","MONO",1,"Gaadhoo outside","outside"
"565","GO",15,2,"GRO","ARG",2,"Gaadhoo outside","outside"
"566","GO",15,2,"GRO","MIN",6,"Gaadhoo outside","outside"
"567","GO",15,2,"GRO","SPIL",3,"Gaadhoo outside","outside"
"568","GO",15,2,"PAR","2 COLOUR",2,"Gaadhoo outside","outside"
"569","GO",15,2,"PAR","BLUBAR",3,"Gaadhoo outside","outside"
"570","GO",15,2,"PAR","ECLIPSE",3,"Gaadhoo outside","outside"
"571","GO",15,2,"PAR","EMBER",2,"Gaadhoo outside","outside"
"572","GO",15,2,"PAR","L.NOSE",5,"Gaadhoo outside","outside"
"573","GO",15,2,"PAR","SORDID",6,"Gaadhoo outside","outside"
"574","GO",15,2,"PAR","SQ",1,"Gaadhoo outside","outside"
"575","GO",15,2,"RAB","STR",2,"Gaadhoo outside","outside"
"576","GO",15,2,"TRIG","IND",3,"Gaadhoo outside","outside"
"577","GO",15,2,"TRIG","STR",3,"Gaadhoo outside","outside"
"578","GO",15,2,"TRIG","SUFB",2,"Gaadhoo outside","outside"
"579","GO",15,2,"TRIG","SUFC",1,"Gaadhoo outside","outside"
"580","HC",10,1,"GRO","ARG",2,"Hithadhoo corner","channel"
"581","HC",10,1,"GRO","MIN",1,"Hithadhoo corner","channel"
"582","HC",10,1,"PAR","EMBER",10,"Hithadhoo corner","channel"
"583","HC",10,1,"PAR","ROSY",1,"Hithadhoo corner","channel"
"584","HC",10,1,"PAR","SORDID",2,"Hithadhoo corner","channel"
"585","HC",10,1,"PAR","SQ",3,"Hithadhoo corner","channel"
"586","HC",10,1,"TRIG","IND",2,"Hithadhoo corner","channel"
"587","HC",10,1,"TRIG","SUFB",2,"Hithadhoo corner","channel"
"588","HC",10,2,"BUT","AUR",2,"Hithadhoo corner","channel"
"589","HC",10,2,"BUT","MEY",2,"Hithadhoo corner","channel"
"590","HC",10,2,"BUT","XAN",2,"Hithadhoo corner","channel"
"591","HC",10,2,"GRO","ARG",1,"Hithadhoo corner","channel"
"592","HC",10,2,"PAR","EMBER",1,"Hithadhoo corner","channel"
"593","HC",10,2,"PAR","GFACE",1,"Hithadhoo corner","channel"
"594","HC",10,2,"PAR","L.NOSE",1,"Hithadhoo corner","channel"
"595","HC",10,2,"TRIG","CIN",3,"Hithadhoo corner","channel"
"596","HC",10,2,"TRIG","IND",1,"Hithadhoo corner","channel"
"597","HC",10,2,"TRIG","STR",1,"Hithadhoo corner","channel"
"598","HC",10,2,"TRIG","SUFB",5,"Hithadhoo corner","channel"
"599","HC",15,1,"BUT","COL",2,"Hithadhoo corner","channel"
"600","HC",15,1,"BUT","KLE",2,"Hithadhoo corner","channel"
"601","HC",15,1,"BUT","MASK",2,"Hithadhoo corner","channel"
"602","HC",15,1,"BUT","MEY",3,"Hithadhoo corner","channel"
"603","HC",15,1,"BUT","TFT",2,"Hithadhoo corner","channel"
"604","HC",15,1,"GRO","MIN",1,"Hithadhoo corner","channel"
"605","HC",15,1,"GRO","POL",1,"Hithadhoo corner","channel"
"606","HC",15,1,"PAR","3 COLOUR",2,"Hithadhoo corner","channel"
"607","HC",15,1,"PAR","L.NOSE",1,"Hithadhoo corner","channel"
"608","HC",15,1,"PAR","SHEEPHEAD",1,"Hithadhoo corner","channel"
"609","HC",15,1,"PAR","SORDID",2,"Hithadhoo corner","channel"
"610","HC",15,1,"RAB","STR",2,"Hithadhoo corner","channel"
"611","HC",15,1,"SNAP","GIB",6,"Hithadhoo corner","channel"
"612","HC",15,1,"SNAP","KAS",97,"Hithadhoo corner","channel"
"613","HC",15,1,"SNAP","MID",2,"Hithadhoo corner","channel"
"614","HC",15,1,"T&J","MEL",1,"Hithadhoo corner","channel"
"615","HC",15,1,"TRIG","IND",2,"Hithadhoo corner","channel"
"616","HC",15,1,"TRIG","STR",1,"Hithadhoo corner","channel"
"617","HC",15,1,"TRIG","SUFB",1,"Hithadhoo corner","channel"
"618","HC",15,2,"BUT","DECU",2,"Hithadhoo corner","channel"
"619","HC",15,2,"BUT","GUT",2,"Hithadhoo corner","channel"
"620","HC",15,2,"BUT","TFT",1,"Hithadhoo corner","channel"
"621","HC",15,2,"PAR","ECLIPSE",1,"Hithadhoo corner","channel"
"622","HC",15,2,"PAR","SHEEPHEAD",1,"Hithadhoo corner","channel"
"623","HC",15,2,"SNAP","MID",2,"Hithadhoo corner","channel"
"624","HC",15,2,"SNAP","RED",1,"Hithadhoo corner","channel"
"625","HC",15,2,"TRIG","IND",4,"Hithadhoo corner","channel"
"626","HC",15,2,"TRIG","STR",3,"Hithadhoo corner","channel"
"627","HC",15,2,"TRIG","SUFB",3,"Hithadhoo corner","channel"
"628","HH",5,1,"BUT","GUT",1,"Hassanhaa","thila"
"629","HH",5,1,"BUT","KLE",2,"Hassanhaa","thila"
"630","HH",5,1,"BUT","TFT",38,"Hassanhaa","thila"
"631","HH",5,1,"BUT","TRI",12,"Hassanhaa","thila"
"632","HH",5,1,"BUT","VEGA",4,"Hassanhaa","thila"
"633","HH",5,1,"EMP","MONO",1,"Hassanhaa","thila"
"634","HH",5,1,"GRO","ARE",4,"Hassanhaa","thila"
"635","HH",5,1,"GRO","ARG",1,"Hassanhaa","thila"
"636","HH",5,1,"GRO","MER",1,"Hassanhaa","thila"
"637","HH",5,1,"PAR","DUSKY",11,"Hassanhaa","thila"
"638","HH",5,1,"PAR","ECLIPSE",2,"Hassanhaa","thila"
"639","HH",5,1,"PAR","SORDID",53,"Hassanhaa","thila"
"640","HH",5,1,"RAB","STR",1,"Hassanhaa","thila"
"641","HH",5,2,"BUT","CHEV",4,"Hassanhaa","thila"
"642","HH",5,2,"BUT","TFT",12,"Hassanhaa","thila"
"643","HH",5,2,"BUT","TRI",5,"Hassanhaa","thila"
"644","HH",5,2,"EMP","MONO",2,"Hassanhaa","thila"
"645","HH",5,2,"GRO","ARE",3,"Hassanhaa","thila"
"646","HH",5,2,"GRO","ARG",1,"Hassanhaa","thila"
"647","HH",5,2,"PAR","BLUEBAR",1,"Hassanhaa","thila"
"648","HH",5,2,"PAR","DUSKY",7,"Hassanhaa","thila"
"649","HH",5,2,"PAR","SORDID",60,"Hassanhaa","thila"
"650","HH",5,2,"RAB","STR",1,"Hassanhaa","thila"
"651","HH",5,2,"TRIG","IND",1,"Hassanhaa","thila"
"652","HH",10,1,"BUT","OXY",1,"Hassanhaa","thila"
"653","HH",10,1,"BUT","TFT",5,"Hassanhaa","thila"
"654","HH",10,1,"BUT","TRI",8,"Hassanhaa","thila"
"655","HH",10,1,"BUT","VLN",2,"Hassanhaa","thila"
"656","HH",10,1,"EMP","AUR",1,"Hassanhaa","thila"
"657","HH",10,1,"EMP","MONO",1,"Hassanhaa","thila"
"658","HH",10,1,"GRO","ARE",7,"Hassanhaa","thila"
"659","HH",10,1,"GRO","LEU",2,"Hassanhaa","thila"
"660","HH",10,1,"GRO","SPIL",1,"Hassanhaa","thila"
"661","HH",10,1,"PAR","3COLOR",1,"Hassanhaa","thila"
"662","HH",10,1,"PAR","BLUEBAR",1,"Hassanhaa","thila"
"663","HH",10,1,"PAR","DUSKY",3,"Hassanhaa","thila"
"664","HH",10,1,"PAR","SCABER",1,"Hassanhaa","thila"
"665","HH",10,1,"PAR","SORDID",29,"Hassanhaa","thila"
"666","HH",10,1,"RAB","STR",6,"Hassanhaa","thila"
"667","HH",10,1,"T&J","ORTH",5,"Hassanhaa","thila"
"668","HH",10,1,"TRIG","STR",1,"Hassanhaa","thila"
"669","HH",10,2,"BUT","OXY",1,"Hassanhaa","thila"
"670","HH",10,2,"BUT","TFT",13,"Hassanhaa","thila"
"671","HH",10,2,"BUT","TRI",8,"Hassanhaa","thila"
"672","HH",10,2,"EMP","MONO",1,"Hassanhaa","thila"
"673","HH",10,2,"GRO","ARE",11,"Hassanhaa","thila"
"674","HH",10,2,"GRO","LEO",1,"Hassanhaa","thila"
"675","HH",10,2,"GRO","ROG",1,"Hassanhaa","thila"
"676","HH",10,2,"GRO","SEX",1,"Hassanhaa","thila"
"677","HH",10,2,"PAR","BLUEBAR",7,"Hassanhaa","thila"
"678","HH",10,2,"PAR","DUSKY",13,"Hassanhaa","thila"
"679","HH",10,2,"PAR","ECLIPSE",6,"Hassanhaa","thila"
"680","HH",10,2,"PAR","EMBER",2,"Hassanhaa","thila"
"681","HH",10,2,"PAR","FRENATUS",1,"Hassanhaa","thila"
"682","HH",10,2,"PAR","SORDID",43,"Hassanhaa","thila"
"683","HI",5,1,"BUT","AUR",4,"Hithadhoo inside","inside"
"684","HI",5,1,"BUT ","BEN",1,"Hithadhoo inside","inside"
"685","HI",5,1,"BUT ","COL",1,"Hithadhoo inside","inside"
"686","HI",5,1,"BUT ","LUN",3,"Hithadhoo inside","inside"
"687","HI",5,1,"EMP","MONO",1,"Hithadhoo inside","inside"
"688","HI",5,1,"GRO","ARG",1,"Hithadhoo inside","inside"
"689","HI",5,1,"GRO","COE",1,"Hithadhoo inside","inside"
"690","HI",5,1,"GRO","LEU",1,"Hithadhoo inside","inside"
"691","HI",5,1,"GRO","MER",1,"Hithadhoo inside","inside"
"692","HI",5,1,"GRO","MIN",1,"Hithadhoo inside","inside"
"693","HI",5,1,"PAR","DUSKY",1,"Hithadhoo inside","inside"
"694","HI",5,1,"PAR","L-NOSE",2,"Hithadhoo inside","inside"
"695","HI",5,1,"PAR","ROSY",1,"Hithadhoo inside","inside"
"696","HI",5,1,"PAR","SCABER",2,"Hithadhoo inside","inside"
"697","HI",5,1,"PAR","SHEEPHEAD",2,"Hithadhoo inside","inside"
"698","HI",5,1,"PAR","SORDID",4,"Hithadhoo inside","inside"
"699","HI",5,1,"RAB","SGR",4,"Hithadhoo inside","inside"
"700","HI",5,1,"SNAP","CHEK",1,"Hithadhoo inside","inside"
"701","HI",5,1,"T&J","BLOCH",1,"Hithadhoo inside","inside"
"702","HI",5,1,"T&J","MEL",3,"Hithadhoo inside","inside"
"703","HI",5,1,"TRIG","STR",5,"Hithadhoo inside","inside"
"704","HI",5,2,"BUT ","COL",4,"Hithadhoo inside","inside"
"705","HI",5,2,"BUT ","FAL",6,"Hithadhoo inside","inside"
"706","HI",5,2,"BUT ","LN",1,"Hithadhoo inside","inside"
"707","HI",5,2,"BUT ","LUN",6,"Hithadhoo inside","inside"
"708","HI",5,2,"BUT ","PHA",1,"Hithadhoo inside","inside"
"709","HI",5,2,"BUT ","TFT",7,"Hithadhoo inside","inside"
"710","HI",5,2,"EMP","MONO",2,"Hithadhoo inside","inside"
"711","HI",5,2,"PAR","L-NOSE",1,"Hithadhoo inside","inside"
"712","HI",5,2,"PAR","SHEEPHEAD",5,"Hithadhoo inside","inside"
"713","HI",5,2,"SNAP","FUL",3,"Hithadhoo inside","inside"
"714","HI",5,2,"SNAP","FUR",1,"Hithadhoo inside","inside"
"715","HI",5,2,"SNAP","GIB",2,"Hithadhoo inside","inside"
"716","HI",5,2,"SNAP","KAS",5,"Hithadhoo inside","inside"
"717","HI",5,2,"SNAP","MONOS",12,"Hithadhoo inside","inside"
"718","HI",5,2,"TRIG","STR",1,"Hithadhoo inside","inside"
"719","HI",10,1,"BUT","AUR",1,"Hithadhoo inside","inside"
"720","HI",10,1,"BUT","GUT",1,"Hithadhoo inside","inside"
"721","HI",10,1,"BUT","TFT",4,"Hithadhoo inside","inside"
"722","HI",10,1,"EMP","MONO",9,"Hithadhoo inside","inside"
"723","HI",10,1,"GRO","ARG",1,"Hithadhoo inside","inside"
"724","HI",10,1,"GRO","MIN",4,"Hithadhoo inside","inside"
"725","HI",10,1,"PAR","BLUEBAR",1,"Hithadhoo inside","inside"
"726","HI",10,1,"PAR","SORDID",6,"Hithadhoo inside","inside"
"727","HI",10,1,"RAB","STR",1,"Hithadhoo inside","inside"
"728","HI",10,1,"SNAP","KAS",5,"Hithadhoo inside","inside"
"729","HI",10,1,"SNAP","MID",1,"Hithadhoo inside","inside"
"730","HI",10,1,"SNAP","MONOS",2,"Hithadhoo inside","inside"
"731","HI",10,1,"T & J","MEL",3,"Hithadhoo inside","inside"
"732","HI",10,1,"TRIG","STR",9,"Hithadhoo inside","inside"
"733","HI",10,2,"BUT","AUR",2,"Hithadhoo inside","inside"
"734","HI",10,2,"BUT","COL",9,"Hithadhoo inside","inside"
"735","HI",10,2,"BUT","GUT",1,"Hithadhoo inside","inside"
"736","HI",10,2,"BUT","LN",1,"Hithadhoo inside","inside"
"737","HI",10,2,"BUT","LUN",2,"Hithadhoo inside","inside"
"738","HI",10,2,"BUT","MASK",1,"Hithadhoo inside","inside"
"739","HI",10,2,"BUT","TFT",6,"Hithadhoo inside","inside"
"740","HI",10,2,"EMP","MONO",18,"Hithadhoo inside","inside"
"741","HI",10,2,"GRO","ARG",1,"Hithadhoo inside","inside"
"742","HI",10,2,"GRO","MIN",2,"Hithadhoo inside","inside"
"743","HI",10,2,"PAR","DUSKY",3,"Hithadhoo inside","inside"
"744","HI",10,2,"PAR","SORDID",20,"Hithadhoo inside","inside"
"745","HI",10,2,"SNAP","KAS",17,"Hithadhoo inside","inside"
"746","HI",10,2,"SNAP","MONOS",4,"Hithadhoo inside","inside"
"747","HI",10,2,"T & J","LUG",1,"Hithadhoo inside","inside"
"748","HI",10,2,"T & J","MEL",1,"Hithadhoo inside","inside"
"749","HI",10,2,"TRIG","STR",7,"Hithadhoo inside","inside"
"750","HW",10,1,"BUT","GUT",6,"Hithadhoo west","outside"
"751","HW",10,1,"BUT","KLE",8,"Hithadhoo west","outside"
"752","HW",10,1,"BUT","XAN",1,"Hithadhoo west","outside"
"753","HW",10,1,"GRO","ARG",1,"Hithadhoo west","outside"
"754","HW",10,1,"PAR","3 COLOR",6,"Hithadhoo west","outside"
"755","HW",10,1,"PAR","ROSY",1,"Hithadhoo west","outside"
"756","HW",10,1,"PAR","SORDID",6,"Hithadhoo west","outside"
"757","HW",10,1,"SEA","LOLLY",1,"Hithadhoo west","outside"
"758","HW",10,1,"T&J","ORTH",5,"Hithadhoo west","outside"
"759","HW",10,1,"TRIG","IND",7,"Hithadhoo west","outside"
"760","HW",10,1,"TRIG","SUFB",1,"Hithadhoo west","outside"
"761","HW",10,1,NA,NA,3,"Hithadhoo west","outside"
